issue_local_date,llm_cloud_severity,llm_irradiance_reduction_risk,llm_storm_risk,llm_rain_risk,llm_fog_visibility_risk,llm_wind_risk,llm_heat_risk,llm_smoke_dust_risk,llm_morning_risk,llm_afternoon_risk,llm_evening_risk,llm_all_day_risk,llm_rule_cloud_score,llm_rule_storm_score,llm_rule_rain_score,llm_rule_wind_score,llm_rule_fog_visibility_score,llm_rule_heat_score,llm_rule_fire_smoke_score,llm_confidence,llm_overall_risk_score,llm_text_product_count,llm_affected_hours,llm_short_reason,llm_feature_source
2022-04-12,0.4,0.4,0.2,0.5,0.0,0.7,0.0,0.0,0.7,0.4,0.3,0.4,0.4,0.2,0.5,0.7,0.0,0.0,0.0,0.78,0.7,25.0,afternoon; all_day; evening; morning,"Clear skies, no precip, but gusty winds in some areas; minimal irradiance impact.; Clearing skies today, but rain chances return late Wednesday through weekend.; Gusty west winds up to 35 mph in coastal areas this afternoon, but dry and mostly clear skies.; Partly cloudy with periods of light rain and breezy winds; unsettled pattern persists.; Strong winds early morning, diminishing later; slight rain chance north later in week.",deepseek_v4_pro_json_output
2022-04-13,0.7,0.8,0.8,0.8,0.3,0.6,0.0,0.0,0.7,0.8,0.7,0.8,0.7,0.8,0.8,0.6,0.3,0.0,0.0,0.82,0.8,24.0,afternoon; all_day; morning,"Active pattern with periods of rain and clouds, especially Thursday and Saturday, reducing irradiance.; Clear skies today, slight chance of light rain Thursday, breezy conditions, but overall low irradiance reduction risk.; Marine layer clouds possible Thu, better chance Fri-Sat with low clouds into valleys; light rain north Sat; breezy winds.; Multiple storms with rain, mountain snow, and gusty winds through Saturday; high irradiance reduction risk.; Patchy night/morning low clouds and fog, mostly clear otherwise, weak winds.",deepseek_v4_pro_json_output
2022-04-14,0.8,0.8,0.7,0.7,0.4,0.5,0.0,0.0,0.7,0.8,0.6,0.7,0.8,0.7,0.7,0.6,0.5,0.0,0.0,0.8,0.8,25.0,afternoon; all_day; morning,"Light rain/snow north, windy Kern mountains, mostly dry south.; Low clouds and fog near coast, light rain north, wind advisory, deep marine layer with morning drizzle possible.; Mostly clear today, patchy low clouds/fog possible near coast tonight and Friday night, gusty winds Saturday.; Multiple storms with rain, mountain snow, and gusty winds; deep convection possible with heavy rain and hail.; Periodic light rain and widespread clouds, multiple systems through period.",deepseek_v4_pro_json_output
2022-04-15,0.7,0.7,0.3,0.6,0.4,0.5,0.0,0.0,0.8,0.6,0.7,0.6,0.7,0.3,0.6,0.5,0.4,0.0,0.0,0.76,0.8,24.0,all_day; morning,"Increasing clouds tonight into Saturday morning with patchy fog and light rain in northern areas, clearing by afternoon.; Low clouds and fog mornings, gusty winds mountains/deserts Saturday, slight precip chance late week.; Mostly sunny today, but system brings clouds and rain late tonight through Saturday morning, mainly north of Kern County. Windy in Kern County passes.; Precipitation returns tonight into Saturday with significant cloud cover and rain, reducing irradiance.; Rain and clouds Saturday morning with fropa, slight thunder chance, clearing afternoon.",deepseek_v4_pro_json_output
2022-04-16,0.7,0.8,0.6,0.8,0.4,0.5,0.2,0.0,0.8,0.7,0.6,0.6,0.7,0.6,0.8,0.5,0.5,0.2,0.0,0.8,0.8,28.0,afternoon; all_day; morning,"Light rain and clouds today, mainly morning, with gusty winds in desert areas; clearing by evening.; Multiple rain systems with clouds and showers, reducing irradiance.; Partly to mostly cloudy with patchy fog and drizzle possible; clearing expected Sunday-Monday.; Rain, mountain snow, breezy winds, isolated thunderstorms possible this afternoon; brief dry Sunday before more rain Monday.; Widespread low clouds and fog slow to clear, gusty winds, slight cooling.",deepseek_v4_pro_json_output
2022-04-17,0.3,0.4,0.6,0.5,0.0,0.4,0.2,0.0,0.3,0.5,0.4,0.4,0.3,0.6,0.5,0.4,0.0,0.2,0.0,0.8400000000000001,0.6,25.0,afternoon; all_day; morning,"Clear skies today with no immediate weather impacts.; Mainly clear today, but increased mid/high clouds Monday afternoon may slightly reduce irradiance.; Morning marine layer clouds clearing by midday, mostly sunny afternoon.; Mostly clear skies, slight warming, no significant weather impacts.; Multiple systems bring clouds, rain, and wind this week; highest impact Wednesday-Friday.",deepseek_v4_pro_json_output
2022-04-18,0.7,0.7,0.6,0.7,0.3,0.6,0.0,0.0,0.6,0.7,0.6,0.7,0.7,0.6,0.7,0.7,0.4,0.0,0.0,0.78,0.7,25.0,afternoon; all_day,"High clouds through Tue morning, increasing clouds midweek, chance of light rain north, gusty winds Tue afternoon.; Increasing clouds, fog, wind, and rain chances mid to late week.; Multiple rain systems with clouds and showers through Friday, reducing irradiance.; Multiple systems bring rain, mountain snow, and gusty winds this week, reducing irradiance.; Strong storm Thu-Fri with clouds, rain, thunderstorms, gusty winds; highest impact Thursday afternoon.",deepseek_v4_pro_json_output
2022-04-19,0.8,0.8,0.6,0.7,0.1,0.7,0.0,0.0,0.7,0.8,0.7,0.7,0.8,0.6,0.7,0.7,0.1,0.0,0.0,0.76,0.8,24.0,all_day; morning,"Clouds possible Wed/Thu, rain and breezy Thu-Fri, then sunny and warming.; High clouds clearing, low clouds possible coast, patchy drizzle, chance rain Thu night/Fri morning, gusty winds mountains/deserts.; Multiple systems bring rain, mountain snow, isolated thunderstorms, and gusty winds, leading to persistent cloud cover and reduced irradiance.; Storm system with rain and clouds Wednesday through early Friday, peaking late Wednesday-Thursday.; Weak system today with light precip north, gusty winds in Kern deserts. Stronger storm Thu-Fri with widespread precip, possible thunderstorms, gusty winds, and cooler temps.",deepseek_v4_pro_json_output
2022-04-20,0.9,0.9,0.8,0.9,0.3,0.8,0.0,0.0,0.7,0.9,0.8,0.9,0.9,0.8,0.9,0.8,0.4,0.0,0.0,0.8400000000000001,0.9,26.0,all_day; morning,"Showers and thunderstorms Thursday night into Friday morning with gusty winds, reducing irradiance.; Storm system with rain, clouds, possible thunderstorms, and breezy conditions Thursday into Friday.; Today mostly sunny, but storm Thu-Fri with rain, mountain snow, slight thunder chance.; Widespread rain, heavy mountain snow, gusty winds, and thunderstorms with hail and possible funnel clouds through Friday, then clearing Saturday.; Widespread rain, increasing clouds, and isolated thunderstorms with hail expected Thursday, reducing irradiance significantly.",deepseek_v4_pro_json_output
2022-04-21,0.9,0.9,0.8,0.9,0.0,0.6,0.0,0.0,0.8,0.9,0.8,0.8,0.9,0.8,0.9,0.6,0.0,0.0,0.0,0.86,0.9,24.0,afternoon; all_day; evening; morning,"Light rain and clouds tonight, clearing Friday morning.; Scattered showers and isolated thunderstorms late tonight into Friday morning, with clouds and rain reducing irradiance.; Widespread rain, mountain snow, and potential thunderstorms from a storm system Thursday and Friday.; Widespread rain, thunderstorms, heavy mountain snow, gusty winds today through Friday; high irradiance reduction risk.; Widespread showers and isolated thunderstorms this afternoon with heavy rain, reducing irradiance significantly.",deepseek_v4_pro_json_output
2022-04-22,0.4,0.3,0.2,0.2,0.1,0.7,0.7,0.0,0.4,0.3,0.2,0.1,0.6,0.2,0.2,0.7,0.1,0.8,0.0,0.8400000000000001,0.8,25.0,all_day; morning,"Lingering showers ending early afternoon, then partial clearing. Patchy low clouds possible. Dry and mild weekend.; Morning rain/snow showers ending, strong winds afternoon Mojave slopes, clearing later.; Mostly cloudy morning with isolated mountain showers, strong winds in mountains/deserts, clearing later.; Scattered showers and mountain snow tapering off today, with clouds reducing irradiance mainly in the morning.; Warming and drying trend with Santa Ana winds; minimal cloud/rain impact, but heat risk high.",deepseek_v4_pro_json_output
2022-04-23,0.2,0.2,0.0,0.1,0.3,0.4,0.3,0.0,0.3,0.2,0.1,0.2,0.2,0.0,0.1,0.6,0.3,0.4,0.3,0.86,0.6,25.0,all_day; morning,"Dry weather, warming trend with above normal temps, no clouds/precip.; Morning fog/low stratus possible, otherwise mostly clear and dry with light winds.; Mostly clear with patchy fog, gusty offshore winds, and warm temps; low irradiance reduction risk.; Mostly clear with some clouds Tuesday; dry and mild overall.; Thin high clouds, weak Santa Ana winds, warming trend; minimal irradiance reduction.",deepseek_v4_pro_json_output
2022-04-24,0.1,0.1,0.0,0.1,0.2,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.2,0.3,0.2,0.3,0.0,0.8800000000000001,0.3,27.0,afternoon; all_day; morning,"Dry, clear conditions with no precipitation or cloudiness; only minor wind and heat risks.; Fair skies, no clouds or precipitation; gusty winds and warm temps but no irradiance reduction.; Morning low clouds and patchy fog possible, otherwise sunny and dry with mild temperatures. Gusty winds expected Tuesday.; Mostly clear with slight chance of light showers north of I-80 Tuesday afternoon, minimal cloud impact.; Mostly clear with some haze and possible coastal fog; offshore winds and heat but low irradiance impact.",deepseek_v4_pro_json_output
2022-04-25,0.4,0.4,0.0,0.1,0.5,0.6,0.3,0.0,0.5,0.2,0.3,0.0,0.6,0.0,0.1,0.7,0.5,0.3,0.0,0.8200000000000001,0.7,25.0,all_day; evening; morning,"Dry weather, no clouds or precipitation. Wind risk Thursday in Kern desert, but overall low irradiance reduction. Heat above normal but not extreme.; High clouds streaming in, slight chance light showers north of I-80 tonight and Thursday, otherwise mostly sunny and mild.; Increasing low clouds and fog through Thursday, high clouds Tuesday, but no storms or rain.; Morning low clouds and fog, breezy onshore winds, but dry and no storms.; Patchy low clouds and fog near coast late tonight into Tuesday morning; weak offshore winds easing; warm but no precipitation or smoke.",deepseek_v4_pro_json_output
2022-04-26,0.4,0.4,0.0,0.1,0.3,0.4,0.1,0.0,0.4,0.2,0.2,0.2,0.4,0.0,0.1,0.5,0.3,0.2,0.0,0.78,0.5,26.0,afternoon; all_day; morning,"Dry weather, no clouds or precipitation. Only risk is strong gusty winds in Kern County desert Thursday afternoon, minimal impact on solar irradiance.; High clouds, patchy fog, gusty winds; low irradiance impact.; Increasing high clouds Wed, breezy winds, but no precip or significant irradiance reduction.; Increasing low clouds and fog, especially mornings; gusty winds in some areas.; Mid/high clouds today, light showers north, weak system Thursday with light rain, otherwise mild and dry.",deepseek_v4_pro_json_output
2022-04-27,0.7,0.7,0.0,0.1,0.5,0.7,0.0,0.0,0.7,0.5,0.5,0.6,0.8,0.0,0.2,0.7,0.6,0.0,0.0,0.8200000000000001,0.8,24.0,afternoon; all_day; morning,"High clouds and strong winds, slight rain chance later.; High clouds morning, slight shower chances higher elevations, locally breezy winds.; Marine layer stratus and fog expected in coastal/valley areas, especially mornings; gusty winds possible but no precipitation.; Mostly clear with some clouds in Kern County; gusty winds in Kern desert Thursday afternoon/evening, but minimal irradiance impact.; Thick low clouds and fog with drizzle Thu morning, gusty winds, cooling trend; clouds reduce irradiance.",deepseek_v4_pro_json_output
2022-04-28,0.7,0.7,0.1,0.2,0.3,0.7,0.1,0.3,0.8,0.7,0.3,0.5,0.8,0.1,0.2,0.8,0.3,0.2,0.0,0.8400000000000001,0.8,24.0,afternoon; all_day; morning,"Light showers and breezy winds, mainly higher elevations, low thunderstorm threat.; Morning low clouds and drizzle, clearing later; breezy winds.; Morning marine layer clouds near LA coast, otherwise mostly clear. Strong winds in some areas but limited irradiance impact.; Mostly sunny, clear skies, no precipitation, only breezy winds diminishing.; Wind Advisory with gusts 45-55 mph in Kern County mountains/deserts, breezy elsewhere, minimal cloud/precip impact.",deepseek_v4_pro_json_output
2022-04-29,0.3,0.3,0.0,0.1,0.2,0.4,0.4,0.0,0.3,0.2,0.2,0.2,0.4,0.0,0.1,0.4,0.3,0.4,0.0,0.8200000000000001,0.4,25.0,afternoon; all_day; morning,"Dry, mostly clear, but breezy with strong gusts in Mojave Desert; warming trend with above normal temps.; High clouds and breezy onshore winds, weak fronts may bring increased clouds and drizzle, but overall benign.; Morning low clouds clearing by 11am, weak winds, no precipitation.; Morning marine layer clouds and patchy fog, clearing by afternoon. Gusty winds possible in some areas.; Passing high clouds, light mountain showers, breezy winds, and warming trend with minimal irradiance impact.",deepseek_v4_pro_json_output
2022-04-30,0.6,0.5,0.0,0.1,0.2,0.7,0.3,0.3,0.4,0.5,0.4,0.5,0.6,0.0,0.1,0.7,0.2,0.3,0.3,0.74,0.7,23.0,afternoon; all_day; evening; morning,"Coastal eddy brings low clouds, gusty winds, and possible blowing dust; limited clearing and patchy drizzle.; Increasing cloud cover and windy conditions Sunday, but dry and mostly sunny otherwise.; Low clouds and fog at beaches this morning, stronger onshore flow and low clouds inland by Sunday morning, gusty winds in southern Santa Barbara County evenings and Antelope Valley afternoons.; Morning coastal stratus and breezy winds, but clearing by afternoon. No precipitation or smoke.; Some cloudiness and breezy wind, minor cooling, warming midweek with gusty wind, low precip chance.",deepseek_v4_pro_json_output
2022-05-01,0.3,0.3,0.1,0.1,0.4,0.4,0.4,0.0,0.4,0.2,0.2,0.1,0.4,0.1,0.1,0.5,0.4,0.4,0.0,0.78,0.5,24.0,afternoon; all_day; morning,"Coastal low clouds and gusty winds, partial clearing, spotty drizzle possible.; Dry, clear conditions with strong winds in Kern County mountains, no cloud or precipitation impacts on irradiance.; Mainly dry with some clouds and breezy wind; warming midweek may increase heat risk.; Mostly clear, but Monday morning clouds and breezy winds.; Night/morning low clouds and fog, gusty winds, otherwise mostly clear.",deepseek_v4_pro_json_output
2022-05-02,0.3,0.3,0.1,0.2,0.4,0.5,0.4,0.0,0.4,0.3,0.2,0.2,0.3,0.2,0.2,0.7,0.4,0.8,0.0,0.8,0.8,25.0,afternoon; all_day; morning,"Clear skies, no precip, but strong winds and above-normal heat expected.; Light showers far north, gusty winds, warming trend; minimal irradiance impact.; Night/morning low clouds and fog near coast, gusty winds in some areas, otherwise mostly clear.; Night/morning low clouds over coastal basin, gusty winds in mountains/deserts, clear skies otherwise.; Scattered clouds and breezy winds, but mostly clear; minimal irradiance reduction.",deepseek_v4_pro_json_output
2022-05-03,0.6,0.5,0.1,0.1,0.4,0.3,0.4,0.0,0.6,0.3,0.2,0.1,0.6,0.1,0.1,0.3,0.5,0.4,0.0,0.8,0.6,26.0,afternoon; all_day; morning,"Extensive low clouds and drizzle this morning, slow clearing, but warming trend later.; High clouds and breezy winds today, warming trend with low humidity, slight rain chance late week.; No clouds, precipitation, or smoke mentioned. Wind advisory for morning, but no irradiance impact. Heat risk from above-normal temperatures.; Patchy low clouds and fog mornings, clearing afternoons; breezy onshore winds; no storms or smoke.; Patchy morning marine stratus possible, otherwise clear and dry.",deepseek_v4_pro_json_output
2022-05-04,0.7,0.7,0.0,0.1,0.3,0.5,0.2,0.0,0.7,0.7,0.7,0.7,0.7,0.0,0.1,0.5,0.3,0.2,0.0,0.78,0.7,24.0,afternoon; all_day; evening; morning,"Clear skies and dry conditions dominate; no significant weather hazards mentioned.; Low clouds and fog mornings, gusty winds evenings, no precipitation.; Marine stratus overnight and unsettled weather from long wave trough tomorrow onward.; Patchy morning low clouds and fog at coast, mostly clear afternoons, gusty winds in mountains/deserts over weekend.; Scattered high clouds, light rain chances far north, breezy winds Fri-early next week.",deepseek_v4_pro_json_output
2022-05-05,0.4,0.4,0.2,0.3,0.2,0.7,0.3,0.0,0.3,0.4,0.3,0.4,0.6,0.2,0.3,0.7,0.2,0.3,0.0,0.78,0.7,27.0,afternoon; all_day; morning,"Coastal low clouds and fog mornings, clearing afternoons; windy mountains/deserts Saturday.; Coastal morning stratus, clearing afternoon; gusty winds in some areas but limited irradiance impact.; High clouds, breezy winds, and light showers possible, especially north.; Increasing clouds, patchy low clouds, cirrus, slight rain chance north, breezy, cool temps.; Mostly clear with above normal temps and breezy winds in higher terrain; no significant cloud or precip.",deepseek_v4_pro_json_output
2022-05-06,0.7,0.7,0.6,0.6,0.3,0.7,0.0,0.0,0.5,0.7,0.5,0.6,0.7,0.6,0.6,0.7,0.5,0.0,0.0,0.74,0.7,26.0,afternoon; all_day; morning,"Clouds and gusty winds expected, with light precipitation possible early next week; cooling trend reduces heat risk.; Cold front and upper trough bring clouds, showers, possible thunderstorms, and below normal temperatures.; Increased cloud cover and fog in mornings, strong winds in mountains/deserts, but mostly clear afternoons.; Partly to mostly cloudy with scattered showers and thunderstorms possible, gusty winds, especially afternoon/evening.; Windy pattern with marine stratus possible; slight chance of showers midweek but mostly dry.",deepseek_v4_pro_json_output
2022-05-07,0.6,0.5,0.4,0.3,0.2,0.7,0.0,0.2,0.6,0.5,0.4,0.4,0.7,0.4,0.3,0.8,0.3,0.0,0.3,0.76,0.8,25.0,afternoon; all_day; morning,"Cool, breezy with light precip chances mainly over Sierra; gusty winds and blowing dust possible in Kern County.; Cool, unsettled with clouds, showers, mountain snow, and possible thunderstorms, especially Sunday.; Fairly clear today, but Sunday brings light rain and clouds, with isolated thunderstorms possible Mon-Tue.; Morning marine layer clouds and drizzle, clearing afternoon, gusty winds.; Mostly clear with some low clouds in LA county; strong winds widespread, elevated fire weather but no smoke mentioned.",deepseek_v4_pro_json_output
2022-05-08,0.7,0.7,0.6,0.6,0.2,0.8,0.0,0.0,0.5,0.7,0.6,0.6,0.7,0.6,0.6,0.8,0.2,0.0,0.0,0.8,0.8,27.0,afternoon; all_day; morning,"Cool, breezy with light Sierra precip; strong winds in Kern mountains/desert; dry and warming late week.; Light showers, breezy winds, slight thunderstorm chance north, unseasonably cool.; Low clouds and partial clearing, light rain ending, strong winds in mountains/deserts, cooler temps.; Mostly cloudy, scattered showers and thunderstorms, breezy winds, mountain snow.; Strong winds but clear skies, no irradiance reduction.",deepseek_v4_pro_json_output
2022-05-09,0.6,0.7,0.5,0.5,0.2,0.7,0.0,0.0,0.7,0.7,0.4,0.5,0.6,0.5,0.5,0.7,0.2,0.0,0.0,0.78,0.7,23.0,afternoon; all_day; morning,"High wind warning this morning, few showers possible Tuesday, thunderstorms Wednesday afternoon.; Low clouds and fog near coastal slopes, gusty winds in mountains/deserts, but overall limited irradiance reduction.; Mostly clear with some high clouds, dry, gusty winds but no significant irradiance reduction.; Scattered showers and thunderstorms with partly cloudy skies, highest risk in afternoon.; Showers, small hail, gusty winds, and possible thunderstorms this afternoon with cooler, cloudy conditions.",deepseek_v4_pro_json_output
2022-05-10,0.7,0.7,0.6,0.6,0.0,0.7,0.0,0.0,0.5,0.7,0.5,0.6,0.7,0.6,0.6,0.7,0.0,0.0,0.0,0.8,0.7,24.0,afternoon; all_day,"Convective showers and lingering moisture with cloud cover, diminishing after 8 PM.; Mostly clear skies with some cumulus over mountains; gusty winds but no significant irradiance reduction.; Mostly clear skies, no precipitation or clouds, but gusty west winds up to 55 mph in mountains/deserts; wind risk only.; Scattered light showers, slight chance of thunderstorms in Sierra, breezy winds, mostly clear otherwise.; Scattered showers and thunderstorms with mostly cloudy skies over northern Sierra, low drifts south, brief downpours and hail possible.",deepseek_v4_pro_json_output
2022-05-11,0.3,0.3,0.4,0.2,0.0,0.7,0.3,0.0,0.2,0.4,0.3,0.1,0.3,0.4,0.2,0.7,0.0,0.3,0.0,0.8400000000000001,0.7,23.0,afternoon; all_day,"Clear skies, gusty west winds strongest in afternoon, no clouds/precip/fog.; Fair weather cumulus over higher terrain, otherwise sunny. Warming trend with onshore winds. No significant irradiance reduction.; Gusty winds but clear skies, no irradiance reduction.; Isolated showers/thunderstorms near Sierra crest this afternoon; otherwise dry and warming trend with above normal temps.; Thunderstorms possible in Sierra Nevada, wind advisory for Mojave Desert Slopes, otherwise mostly clear.",deepseek_v4_pro_json_output
2022-05-12,0.2,0.2,0.0,0.1,0.2,0.3,0.7,0.0,0.2,0.2,0.2,0.2,0.3,0.0,0.1,0.3,0.2,0.7,0.0,0.9,0.7,23.0,afternoon; all_day; morning,"Clear skies, no precipitation, fog, or smoke. Gusty winds and above-normal heat mentioned but no irradiance reduction.; Dry, clear, warming trend; light winds increasing Sunday; no clouds, storms, rain, fog, or smoke.; High clouds passing over, partly cloudy, no precipitation, mild temperatures, onshore winds.; Mid/high clouds and slight shower chance north, otherwise dry and warm with light winds.; Morning coastal low clouds and fog possible Sunday, otherwise mostly clear with warming trend and gusty offshore winds.",deepseek_v4_pro_json_output
2022-05-13,0.2,0.2,0.0,0.0,0.3,0.3,0.7,0.0,0.3,0.1,0.1,0.1,0.3,0.0,0.0,0.3,0.3,0.7,0.1,0.8800000000000001,0.7,26.0,afternoon; all_day; morning,"Clear skies, warming trend, light winds except brief gusts Saturday afternoon, no clouds/precip.; Coastal low clouds and fog possible mornings, otherwise clear and warm.; Dry, clear, high pressure, no clouds/precip, but heat risk with temps 8-12F above normal, 90s in Valley.; High clouds Sunday, some marine layer fog possible, gusty winds, and above normal heat, but overall low irradiance reduction risk.; Mostly clear with some coastal stratus, warm inland, dry, no significant irradiance reduction.",deepseek_v4_pro_json_output
2022-05-14,0.6,0.5,0.1,0.1,0.4,0.4,0.4,0.0,0.4,0.5,0.3,0.4,0.7,0.1,0.1,0.4,0.5,0.4,0.0,0.8,0.7,24.0,afternoon; all_day; morning,"Dry, clear, hot; slight wind risk Friday.; High clouds today, patchy dense fog late tonight into Sunday morning; warm but no precipitation.; Increasing high clouds and possible low clouds/fog, cooling trend, modest wind.; Low clouds and fog near coast and inland intrusion overnight/morning; breezy onshore winds; dry and mostly sunny inland.; Mostly clear with some high clouds, breezy winds, moderate heat risk.",deepseek_v4_pro_json_output
2022-05-15,0.3,0.3,0.0,0.0,0.6,0.7,0.4,0.0,0.6,0.2,0.4,0.3,0.6,0.0,0.0,0.8,0.8,0.4,0.3,0.8200000000000001,0.8,22.0,afternoon; evening; morning,"Dry, clear, hot; gusty winds in Kern County evening.; Low clouds and fog returning to coastal/valley areas, high clouds but no rain, strong winds possible.; Morning fog and low clouds near coast, high clouds increasing, breezy winds afternoon/evening.; Night/morning low clouds near coast/bays, breezy afternoon winds, dry and mostly sunny interior.; Some clouds, breezy winds, warm temps; elevated fire weather late week.",deepseek_v4_pro_json_output
2022-05-16,0.4,0.3,0.0,0.0,0.4,0.7,0.7,0.0,0.4,0.3,0.3,0.3,0.6,0.0,0.0,0.7,0.4,0.7,0.3,0.8400000000000001,0.7,26.0,all_day; morning,"Dry, clear skies; breezy winds in wind-prone areas; hot temperatures this weekend with highs in mid to upper 90s, possible triple digits Monday.; Low clouds and fog overnight into morning, gusty winds but no precipitation or smoke.; Morning low clouds and fog near coast, some afternoon clouds possible; breezy winds in mountains/deserts but limited impact on solar.; Morning stratus possible near coast, otherwise mostly sunny with high clouds; breezy onshore winds; fire weather concerns late week.; Mostly clear with some high clouds; warm and dry; breezy winds with elevated fire weather concerns late week, but minimal irradiance reduction.",deepseek_v4_pro_json_output
2022-05-17,0.7,0.7,0.1,0.2,0.6,0.6,0.7,0.0,0.8,0.6,0.7,0.7,0.8,0.0,0.2,0.6,0.6,0.7,0.5,0.8400000000000001,0.8,24.0,all_day; evening; morning,"Clear skies, no irradiance reduction. Wind and fire weather mentioned but no smoke/dust. Heat risk moderate.; Dry, clear skies with no precipitation or cloud cover; slight wind risk on Friday; significant heat risk with highs in mid to upper 90s, potential 100F.; Morning low clouds and fog, clearing by afternoon.; Mostly sunny with some coastal low clouds; dry offshore winds Thursday evening with near-critical fire weather, but minimal irradiance reduction.; Persistent May gray low clouds, deep marine layer, patchy drizzle, gusty winds, and some heat inland.",deepseek_v4_pro_json_output
2022-05-18,0.4,0.3,0.0,0.1,0.3,0.7,0.4,0.0,0.5,0.2,0.3,0.0,0.6,0.0,0.2,0.8,0.4,0.5,0.7,0.86,0.8,23.0,all_day; morning,"Dry, clear, warm with gusty offshore winds and fire weather concerns, but no clouds or precipitation.; Few high clouds, otherwise clear. Gusty north winds and critical fire weather Thu-Fri, but minimal irradiance reduction. Heat risk moderate next week.; Low clouds and fog in valleys overnight and morning, slow clearing; onshore winds interior; no storms, rain, or smoke.; Mainly clear skies, dry, but gusty winds possible in Kern desert and above normal temperatures.; Morning low clouds and fog, clearing late morning; drizzle possible; gusty winds Thu-Fri.",deepseek_v4_pro_json_output
2022-05-19,0.7,0.7,0.0,0.1,0.5,0.7,0.8,0.0,0.7,0.7,0.7,0.6,0.8,0.0,0.2,0.7,0.6,0.8,0.5,0.86,0.8,23.0,afternoon; all_day; morning,"Dry, clear, no clouds/precip; gusty winds and fire weather but no irradiance reduction.; Gusty north winds and critical fire weather, but no clouds, precipitation, or smoke mentioned; warm temperatures.; Morning low clouds and fog, slow clearing, possible drizzle, gusty winds.; Stubborn low clouds and fog with strong onshore flow, gusty winds, and slow clearing.; Wind Advisory with gusts up to 55 mph this afternoon/evening; heat risk with near 100°F by Wednesday, but no clouds/precip.",deepseek_v4_pro_json_output
2022-05-20,0.7,0.7,0.0,0.1,0.6,0.7,0.8,0.0,0.8,0.8,0.4,0.6,0.8,0.0,0.2,0.7,0.7,0.8,0.0,0.8800000000000001,0.8,24.0,afternoon; all_day; morning,"Clear skies, dry, warming trend; gusty winds easing, moderate heat risk inland.; Low clouds and fog with drizzle in the morning, clearing inland but lingering at coast. Gusty winds up to 40 mph.; Persistent marine layer clouds and fog, slow clearing, especially coastal areas.; Strong morning winds decreasing, no clouds/precip, but summer-like heat Tue-Thu with triple digits possible Wed.; Warm, dry, gusty north winds with critical fire weather, but no clouds, precipitation, or smoke mentioned; irradiance reduction risk low.",deepseek_v4_pro_json_output
2022-05-21,0.4,0.3,0.0,0.1,0.2,0.3,0.9,0.0,0.4,0.2,0.2,0.0,0.4,0.0,0.1,0.3,0.3,0.9,0.1,0.82,0.9,24.0,afternoon; all_day; morning,"Clear skies, dry, warm, breezy north winds, elevated fire weather, no irradiance reduction.; Dry and clear with no clouds, precipitation, or smoke. Heat risk is high with triple-digit temperatures possible, but no irradiance reduction.; Low clouds and fog in mornings, clearing to afternoon sunshine; patchy drizzle possible; moderate wind Sunday.; Night/morning low clouds and fog along coast, some afternoon lingering clouds; warming trend but no storms or smoke.; Patchy stratus and fog near Monterey Bay overnight into morning; otherwise mostly sunny.",deepseek_v4_pro_json_output
2022-05-22,0.3,0.3,0.0,0.0,0.2,0.4,0.8,0.0,0.3,0.1,0.3,0.0,0.3,0.0,0.0,0.5,0.2,0.9,0.0,0.8400000000000001,0.9,25.0,all_day; morning,"Dry, clear, but extreme heat and gusty winds in Mojave; no irradiance reduction.; Marine layer stratus and fog at coasts, gusty winds in mountains/valleys, but mostly clear inland.; Morning low clouds and fog at coast and western valleys, clearing by afternoon. Breezy winds in passes/mountains/deserts. Warming trend with heat risk later in week.; Mostly clear skies, no clouds or precipitation. Breezy north winds and low humidity elevate fire weather but do not reduce irradiance. Moderate heat risk with temperatures peaking Wednesday.; Sunny skies, hot inland temps, offshore winds with gusts 40+ mph, no clouds/precip.",deepseek_v4_pro_json_output
2022-05-23,0.3,0.3,0.0,0.0,0.2,0.4,0.9,0.0,0.4,0.2,0.3,0.1,0.4,0.0,0.0,0.4,0.3,0.9,0.0,0.82,0.9,25.0,all_day; morning,"Dry, clear, but extreme heat midweek; minor wind risk early Monday.; High clouds, breezy winds, and moderate heat risk; minimal irradiance reduction.; High pressure, clear skies, no irradiance reduction; heat and fire weather concerns with offshore winds.; Marine layer clouds and fog in mornings, gusty winds in afternoons, but overall limited irradiance reduction.; Night/morning low clouds and fog at coast and western valleys, clearing by late morning/early afternoon. Breezy late week.",deepseek_v4_pro_json_output
2022-05-24,0.6,0.5,0.0,0.0,0.4,0.4,0.9,0.0,0.5,0.3,0.2,0.0,0.6,0.0,0.0,0.4,0.4,0.9,0.0,0.8400000000000001,0.9,24.0,afternoon; all_day; morning,"Clear skies, hot and dry, no irradiance reduction expected.; Clear skies, no irradiance reduction; breezy north winds and high heat risk but no clouds or smoke.; Dry, clear skies with triple-digit heat; gusty winds possible in mountains/deserts Saturday-Sunday.; Marine layer clouds and fog in the morning, clearing inland by afternoon but lingering at coasts. Gusty winds in mountains/interior valleys in afternoon/evening. No precipitation or smoke.; Morning low clouds and fog at coast and western valleys, clearing by mid-morning. Gusty winds expected Friday through weekend, but limited irradiance reduction risk overall.",deepseek_v4_pro_json_output
